 time            v(A0)           v(A1)           v(A2)           v(A3)           v(A4)           v(B0)           v(B1)           v(B2)           v(B3)           v(B4)           v(Cin)          v(S0)           v(S1)           v(S2)           v(S3)           v(S4)           v(Cout)        
 1.20124262e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000042e+00  1.79999757e+00  1.79999763e+00  1.79999705e+00  1.79999839e+00  1.79999957e+00 
 1.20243928e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999955e+00  1.80000240e+00  1.80000233e+00  1.80000292e+00  1.80000158e+00  1.80000040e+00 
 1.20443928e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000042e+00  1.79999758e+00  1.79999765e+00  1.79999706e+00  1.79999839e+00  1.79999957e+00 
 1.20643928e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999955e+00  1.80000240e+00  1.80000232e+00  1.80000291e+00  1.80000158e+00  1.80000040e+00 
 1.20843928e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000042e+00  1.79999758e+00  1.79999766e+00  1.79999707e+00  1.79999839e+00  1.79999957e+00 
 1.21001000e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999955e+00  1.80000239e+00  1.80000231e+00  1.80000290e+00  1.80000158e+00  1.80000040e+00 
 1.21001100e-05  1.62000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.62000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999852e+00  1.79999741e+00  1.80000086e+00  1.80000028e+00  1.80000020e+00  1.80000003e+00 
 1.21001300e-05  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000354e+00  1.80000404e+00  1.80000109e+00  1.80000068e+00  1.79999982e+00  1.79999995e+00 
 1.21001700e-05  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999795e+00  1.80000282e+00  1.79999995e+00  1.79999999e+00  1.80000010e+00  1.80000002e+00 
 1.21002000e-05  9.39404110e-12  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.39404110e-12  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000009e+00  1.79999733e+00  1.79999990e+00  1.79999993e+00  1.79999990e+00  1.79999996e+00 
 1.21002054e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999189e+00  1.79995231e+00  1.79999259e+00  1.79999675e+00  1.79999992e+00  1.79999997e+00 
 1.21002163e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79996733e+00  1.79986877e+00  1.79998311e+00  1.79999409e+00  1.80000000e+00  1.79999999e+00 
 1.21002381e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80001618e+00  1.80001241e+00  1.79989852e+00  1.79996498e+00  1.80000001e+00  1.80000000e+00 
 1.21002589e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80006163e+00  1.80030207e+00  1.80019265e+00  1.80001702e+00  1.79999975e+00  1.79999989e+00 
 1.21002815e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79995072e+00  1.79980168e+00  1.79998227e+00  1.80007824e+00  1.80000067e+00  1.80000024e+00 
 1.21003066e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80001121e+00  1.80006803e+00  1.79992983e+00  1.79993194e+00  1.79999948e+00  1.79999988e+00 
 1.21003329e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79998817e+00  1.79995119e+00  1.80007732e+00  1.80006122e+00  1.79999944e+00  1.79999969e+00 
 1.21003833e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000395e+00  1.80001319e+00  1.79991017e+00  1.79992864e+00  1.80000113e+00  1.80000044e+00 
 1.21004286e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000354e+00  1.79999172e+00  1.80006903e+00  1.80005023e+00  1.79999844e+00  1.79999948e+00 
 1.21005193e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999697e+00  1.80001018e+00  1.79994166e+00  1.79996010e+00  1.80000164e+00  1.80000050e+00 
 1.21006287e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000248e+00  1.79999089e+00  1.80005299e+00  1.80003485e+00  1.79999827e+00  1.79999947e+00 
 1.21008475e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999765e+00  1.80000895e+00  1.79994964e+00  1.79996742e+00  1.80000173e+00  1.80000050e+00 
 1.21012277e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000223e+00  1.79999113e+00  1.80004891e+00  1.80003131e+00  1.79999823e+00  1.79999947e+00 
 1.21019661e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999779e+00  1.80000878e+00  1.79995179e+00  1.79996929e+00  1.80000174e+00  1.80000050e+00 
 1.21034429e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000216e+00  1.79999122e+00  1.80004784e+00  1.80003038e+00  1.79999823e+00  1.79999947e+00 
 1.21063964e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999783e+00  1.80000874e+00  1.79995231e+00  1.79996975e+00  1.80000174e+00  1.80000050e+00 
 1.21123035e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000214e+00  1.79999124e+00  1.80004758e+00  1.80003015e+00  1.79999822e+00  1.79999947e+00 
 1.21241176e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999784e+00  1.80000873e+00  1.79995244e+00  1.79996986e+00  1.80000174e+00  1.80000050e+00 
 1.21441176e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000213e+00  1.79999125e+00  1.80004751e+00  1.80003009e+00  1.79999822e+00  1.79999947e+00 
 1.21641176e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999784e+00  1.80000873e+00  1.79995249e+00  1.79996991e+00  1.80000174e+00  1.80000050e+00 
 1.21841176e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000213e+00  1.79999125e+00  1.80004746e+00  1.80003005e+00  1.79999822e+00  1.79999947e+00 
 1.22000000e-05  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999785e+00  1.80000872e+00  1.79995255e+00  1.79996996e+00  1.80000175e+00  1.80000050e+00 
 1.22000100e-05  1.80000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000057e+00  1.80000196e+00  1.79999038e+00  1.79999180e+00  1.79999997e+00  1.80000000e+00 
 1.22000300e-05  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  5.40000000e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999672e+00  1.79999614e+00  1.80000307e+00  1.80000277e+00  1.79999983e+00  1.79999994e+00 
 1.22000700e-05  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.26000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000081e+00  1.80000335e+00  1.79999732e+00  1.79999775e+00  1.80000015e+00  1.80000004e+00 
 1.22001000e-05  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80001231e+00  1.79999603e+00  1.80000081e+00  1.80000079e+00  1.79999980e+00  1.79999994e+00 
 1.22001038e-05  1.80000000e+00  1.73080725e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.73080725e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000857e+00  1.79999694e+00  1.79999488e+00  1.79999885e+00  1.79999993e+00  1.79999997e+00 
 1.22001115e-05  1.80000000e+00  1.59242176e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.59242176e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999766e+00  1.80000793e+00  1.80000413e+00  1.80000236e+00  1.80000010e+00  1.80000002e+00 
 1.22001269e-05  1.80000000e+00  1.31565078e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.31565078e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79997529e+00  1.80000389e+00  1.80000975e+00  1.80000491e+00  1.79999991e+00  1.79999997e+00 
 1.22001520e-05  1.80000000e+00  8.64425981e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.64425981e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000916e+00  1.80000233e+00  1.80000101e+00  1.80000234e+00  1.80000001e+00  1.79999999e+00 
 1.22001769e-05  1.80000000e+00  4.15943359e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  4.15943359e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80002177e+00  1.80002517e+00  1.80001531e+00  1.80000175e+00  1.79999998e+00  1.79999999e+00 
 1.22002000e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79997663e+00  1.79998268e+00  1.79996812e+00  1.79999517e+00  1.79999995e+00  1.79999998e+00 
 1.22002050e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79998174e+00  1.79996903e+00  1.79993097e+00  1.79998794e+00  1.79999995e+00  1.79999997e+00 
 1.22002149e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79998656e+00  1.79994729e+00  1.79985810e+00  1.79993253e+00  1.79999993e+00  1.79999996e+00 
 1.22002292e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000065e+00  1.79998539e+00  1.80011963e+00  1.79994177e+00  1.79999964e+00  1.79999984e+00 
 1.22002458e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000783e+00  1.80000354e+00  1.80007679e+00  1.80015547e+00  1.80000084e+00  1.80000027e+00 
 1.22002649e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000211e+00  1.80001214e+00  1.79995985e+00  1.79995024e+00  1.80000006e+00  1.80000013e+00 
 1.22002859e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000237e+00  1.80001043e+00  1.80001645e+00  1.80002928e+00  1.79999907e+00  1.79999967e+00 
 1.22003160e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999684e+00  1.79999581e+00  1.79998007e+00  1.79998128e+00  1.80000027e+00  1.79999993e+00 
 1.22003549e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000120e+00  1.80000138e+00  1.79998740e+00  1.79997343e+00  1.80000051e+00  1.80000029e+00 
 1.22003953e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000173e+00  1.80000738e+00  1.80002374e+00  1.80003248e+00  1.79999904e+00  1.79999965e+00 
 1.22004611e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999738e+00  1.79999473e+00  1.79998210e+00  1.79997895e+00  1.80000104e+00  1.80000031e+00 
 1.22005402e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000174e+00  1.80000206e+00  1.80001377e+00  1.80001544e+00  1.79999887e+00  1.79999966e+00 
 1.22006497e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999877e+00  1.79999847e+00  1.79998836e+00  1.79998663e+00  1.80000113e+00  1.80000031e+00 
 1.22008530e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000101e+00  1.80000112e+00  1.80001054e+00  1.80001242e+00  1.79999883e+00  1.79999966e+00 
 1.22012596e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999905e+00  1.79999901e+00  1.79998994e+00  1.79998796e+00  1.80000114e+00  1.80000032e+00 
 1.22019873e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000088e+00  1.80000089e+00  1.80000977e+00  1.80001180e+00  1.79999882e+00  1.79999966e+00 
 1.22034341e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999911e+00  1.79999912e+00  1.79999034e+00  1.79998828e+00  1.80000115e+00  1.80000032e+00 
 1.22063276e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000085e+00  1.80000083e+00  1.80000956e+00  1.80001164e+00  1.79999882e+00  1.79999966e+00 
 1.22121147e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999913e+00  1.79999915e+00  1.79999044e+00  1.79998836e+00  1.80000115e+00  1.80000032e+00 
 1.22236890e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000084e+00  1.80000082e+00  1.80000951e+00  1.80001160e+00  1.79999882e+00  1.79999966e+00 
 1.22436890e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999913e+00  1.79999916e+00  1.79999047e+00  1.79998838e+00  1.80000115e+00  1.80000032e+00 
 1.22636890e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000084e+00  1.80000081e+00  1.80000950e+00  1.80001159e+00  1.79999882e+00  1.79999966e+00 
 1.22836890e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999914e+00  1.79999916e+00  1.79999049e+00  1.79998839e+00  1.80000115e+00  1.80000032e+00 
 1.23001000e-05  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000083e+00  1.80000081e+00  1.80000947e+00  1.80001157e+00  1.79999882e+00  1.79999966e+00 
 1.23001100e-05  1.62000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.62000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999904e+00  1.79999784e+00  1.80000304e+00  1.80000205e+00  1.79999996e+00  1.79999997e+00 
 1.23001300e-05  1.26000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.26000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000332e+00  1.80000414e+00  1.79999886e+00  1.79999934e+00  1.80000006e+00  1.80000002e+00 
 1.23001700e-05  5.40000000e-01  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  5.40000000e-01  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999806e+00  1.80000267e+00  1.80000168e+00  1.80000105e+00  1.79999988e+00  1.79999995e+00 
 1.23002000e-05  9.39404110e-12  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.39404110e-12  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000005e+00  1.79999748e+00  1.79999878e+00  1.79999918e+00  1.80000010e+00  1.80000003e+00 
 1.23002054e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999190e+00  1.79995248e+00  1.79999268e+00  1.79999644e+00  1.79999995e+00  1.79999997e+00 
 1.23002163e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79996741e+00  1.79986898e+00  1.79998486e+00  1.79999450e+00  1.79999997e+00  1.79999998e+00 
 1.23002381e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80001648e+00  1.80001370e+00  1.79990785e+00  1.79996777e+00  1.80000004e+00  1.80000001e+00 
 1.23002588e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80006082e+00  1.80029934e+00  1.80017206e+00  1.80001446e+00  1.79999971e+00  1.79999988e+00 
 1.23002814e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79995112e+00  1.79980288e+00  1.79998516e+00  1.80007300e+00  1.80000069e+00  1.80000025e+00 
 1.23003028e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000853e+00  1.80005685e+00  1.79993443e+00  1.79994165e+00  1.79999972e+00  1.79999997e+00 
 1.23003271e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79998945e+00  1.79995879e+00  1.80006509e+00  1.80004744e+00  1.79999897e+00  1.79999955e+00 
 1.23003725e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000168e+00  1.80000537e+00  1.79992692e+00  1.79994832e+00  1.80000154e+00  1.80000052e+00 
 1.23004155e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000373e+00  1.79999251e+00  1.80004959e+00  1.80002697e+00  1.79999829e+00  1.79999950e+00 
 1.23004960e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999793e+00  1.80001009e+00  1.79995886e+00  1.79998127e+00  1.80000164e+00  1.80000044e+00 
 1.23005858e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000134e+00  1.79999140e+00  1.80003735e+00  1.80001545e+00  1.79999838e+00  1.79999956e+00 
 1.23007655e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999877e+00  1.80000848e+00  1.79996472e+00  1.79998618e+00  1.80000156e+00  1.80000040e+00 
 1.23010777e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000112e+00  1.79999165e+00  1.80003421e+00  1.80001293e+00  1.79999843e+00  1.79999958e+00 
 1.23016900e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999890e+00  1.80000824e+00  1.79996628e+00  1.79998746e+00  1.80000153e+00  1.80000039e+00 
 1.23029145e-05  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000106e+00  1.79999178e+00  1.80003344e+00  1.80001231e+00  1.79999845e+00  1.79999959e+00 
